"e","a","q","i"
0.2114,2.773,2.187,5.40
0.1554,2.256,1.905,0.72
0.0908,2.221,2.019,3.65
0.1368,2.793,2.411,8.13
0.0751,2.226,2.058,3.40
0.2051,2.713,2.157,7.10
0.1570,2.275,1.918,3.42
0.0274,3.191,3.104,1.12
0.0989,2.58,2.325,8.28
0.0659,3.212,3.000,3.80
0.1456,2.212,1.890,4.84
0.0822,2.864,2.629,1.01
0.1169,3.012,2.660,9.79
0.2006,3.182,2.544,3.98
0.0880,3.222,2.938,3.70
0.1764,2.19,1.803,4.85
0.0404,2.299,2.206,6.74
0.1311,2.9,2.520,10.42
0.1529,2.614,2.214,12.60
0.1029,3.128,2.806,9.98
0.0693,2.255,2.099,3.79
0.1163,3.24,2.863,14.50
0.2096,2.279,1.801,8.00
0.0696,3.203,2.980,8.78
0.0694,2.937,2.734,12.62
0.1755,3.132,2.583,0.26
0.0954,2.784,2.518,2.48
0.1625,3.112,2.606,1.05
0.2010,3.144,2.512,19.54
0.1287,2.999,2.613,15.52
0.0908,2.228,2.026,2.39
0.2747,2.362,1.713,23.02
0.1051,2.314,2.070,9.22
0.1735,2.369,1.958,6.09
0.1792,2.363,1.940,10.88
0.1192,2.435,2.145,14.33
0.0882,2.191,1.998,5.30
0.1035,2.81,2.519,8.87
0.1101,3.227,2.871,13.50
0.1082,2.798,2.496,13.29
0.0999,3.141,2.827,8.06
0.0830,2.802,2.570,13.89
0.0280,3.2,3.110,25.42
0.1905,2.208,1.787,5.45
0.1952,2.417,1.945,13.35
0.0524,3.126,2.962,8.66
0.1212,3.073,2.701,5.98
0.1464,2.704,2.308,5.84
0.2193,2.691,2.101,7.84
0.2645,2.323,1.708,6.19
0.1204,2.222,1.954,4.25
0.0788,2.735,2.520,7.39
0.1486,2.628,2.237,5.28
0.0797,3.155,2.904,11.14
0.1509,2.554,2.169,14.57
0.1157,3.012,2.663,11.36
0.1592,2.487,2.091,4.25
0.2264,2.361,1.826,2.07
0.1555,2.531,2.138,13.68
0.3232,2.998,2.029,15.14
0.2057,2.612,2.075,14.19
0.2679,3.123,2.286,6.13
0.1985,2.239,1.794,4.71
0.1255,5.2,4.547,8.90
0.1837,3.097,2.528,3.31
0.2712,3.167,2.308,16.87
0.5707,2.472,1.061,9.40
0.1952,2.708,2.179,13.85
0.2037,2.446,1.948,8.11
0.0595,3.022,2.842,10.88
0.0264,2.859,2.784,13.55
0.1049,3.227,2.888,21.33
0.1463,3.052,2.605,17.04
0.1102,3.117,2.774,12.74
0.1440,3.206,2.745,26.05
0.1639,2.286,1.911,8.19
0.0938,2.542,2.304,14.33
0.3719,2.729,1.714,10.09
0.2022,2.907,2.319,12.47
0.1624,2.473,2.072,11.56
0.2207,2.224,1.734,3.45
0.1795,2.446,2.007,6.35
0.0463,3.236,3.086,11.78
0.0849,2.993,2.739,15.18
0.1530,2.216,1.877,5.32
0.0856,2.893,2.645,11.78
0.1636,2.8,2.342,19.53
0.1475,2.473,2.109,13.41
0.0919,3.545,3.220,18.79
0.1561,2.923,2.467,9.22
0.0676,5.282,4.925,21.76
0.1790,3.128,2.568,18.31
0.1704,2.198,1.823,5.80
0.2143,2.458,1.931,25.21
0.1392,2.228,1.918,5.55
0.2366,2.365,1.806,11.09
0.2009,2.381,1.902,5.13
0.1891,2.864,2.322,12.07
0.0842,2.772,2.539,8.17
0.1048,2.622,2.347,11.60
0.1859,3.166,2.577,16.36
0.1933,2.689,2.169,7.30
0.1945,2.616,2.107,14.47
0.1533,2.94,2.490,8.99
0.0810,2.7,2.482,21.10
0.1823,2.982,2.438,16.32
0.0928,3.216,2.917,14.64
0.1469,3.136,2.676,17.64
0.1142,2.238,1.983,3.92
0.1428,2.432,2.085,15.34
0.2335,3.17,2.430,11.48
0.0914,2.419,2.198,8.11
0.1667,2.367,1.973,5.54
0.2159,2.75,2.156,14.08
0.1465,2.219,1.894,4.02
0.1752,3.134,2.585,2.37
0.2170,2.232,1.748,3.70
0.1951,3.148,2.534,2.67
0.1767,2.247,1.850,2.58
0.1699,3.369,2.797,6.24
0.1968,2.784,2.236,6.63
0.1658,3.162,2.638,10.54
0.2138,3.116,2.450,12.11
0.6615,5.729,1.939,42.58
0.1605,2.638,2.214,32.84
0.1434,3.115,2.668,1.43
0.2476,2.753,2.072,6.70
0.1632,3.031,2.536,8.65
0.1978,3.003,2.409,10.64
0.1594,2.371,1.993,23.50
0.1734,2.21,1.827,4.11
0.2442,2.992,2.261,9.99
0.1893,2.788,2.260,8.66
0.1741,3.127,2.583,1.17
0.2885,2.594,1.846,10.69
0.2052,2.298,1.827,5.97
0.0816,2.92,2.681,14.76
0.1837,3.992,3.259,5.63
0.2224,3.175,2.469,4.50
0.1659,2.248,1.875,3.03
0.0922,2.695,2.446,11.00
0.0968,2.907,2.626,2.60
0.1374,2.248,1.939,7.98
0.1195,3.053,2.688,9.06
0.2770,3.163,2.287,21.43
0.1302,2.718,2.364,14.41
0.1680,2.226,1.852,5.41
0.1342,2.87,2.485,11.60
0.2057,2.462,1.956,2.29
0.2725,2.558,1.861,5.03
0.1633,2.639,2.208,13.79
0.2360,3.058,2.336,8.37
0.1128,3.209,2.847,15.83
0.1097,2.534,2.256,5.45
0.0339,2.834,2.738,2.56
0.1089,3.194,2.846,7.72
0.0253,3.116,3.037,15.18
0.2312,3.204,2.463,21.61
0.1385,3.155,2.718,10.12
0.2024,2.74,2.186,15.90
0.2018,3.097,2.472,2.06
0.2334,3.068,2.352,13.65
0.0909,3.159,2.872,14.87
0.1955,2.805,2.256,9.09
0.2772,2.3,1.662,4.06
0.2038,3.134,2.495,14.81
0.2379,3.14,2.393,8.91
0.2375,3.141,2.395,1.58
0.2497,2.66,1.996,14.69
0.2181,2.668,2.086,8.79
0.1612,3.144,2.637,2.07
0.0893,3.025,2.755,10.89
0.0487,2.862,2.723,1.78
0.1159,2.529,2.236,15.42
0.1682,2.615,2.175,13.05
0.1396,3.087,2.657,0.66
0.1820,2.67,2.184,10.51
0.2144,3.117,2.449,15.50
0.2162,2.613,2.048,9.76
0.2581,3.169,2.351,20.59
0.1223,3.211,2.818,9.31
0.1541,2.786,2.357,10.77
0.1603,3.138,2.635,1.84
0.0892,3.398,3.095,2.98
0.1195,3.166,2.787,19.06
0.3586,3.14,2.014,10.92
0.1093,2.708,2.412,2.54
0.0730,3.092,2.867,8.93
0.4528,2.629,1.439,15.71
0.1049,2.929,2.622,3.91
0.3492,2.395,1.559,5.49
0.1361,2.479,2.142,4.03
0.2092,2.682,2.121,11.90
0.2037,2.8,2.229,2.26
0.0888,3.207,2.922,9.45
0.1274,2.219,1.937,6.04
0.0771,2.607,2.406,7.92
0.2445,2.541,1.920,7.63
0.0710,1.912,1.776,26.98
0.0429,2.789,2.669,4.06
0.2844,2.738,1.959,15.86
0.1734,2.805,2.319,21.05
0.0964,3.17,2.865,10.06
0.2215,2.87,2.234,16.07
0.0396,1.979,1.901,26.87
0.1817,2.254,1.844,5.40
0.1285,3.152,2.747,1.25
0.1047,3.41,3.053,9.39
0.0276,2.889,2.810,2.42
0.1228,3.121,2.738,14.78
0.0596,3.045,2.864,17.64
0.1413,3.131,2.688,9.48
0.1190,3,2.643,10.67
0.2634,2.292,1.688,3.97
0.1896,3.153,2.555,18.01
0.5330,2.666,1.245,26.69
0.1913,2.255,1.823,5.90
0.2221,3.981,3.097,9.19
0.0610,2.681,2.517,4.55
0.1888,3.12,2.531,16.65
0.1454,3.072,2.625,13.94
0.0876,3.237,2.954,20.71
0.0381,3.095,2.976,8.92
0.1436,2.576,2.206,4.25
0.1582,2.359,1.986,0.26
0.0601,2.983,2.804,7.91
0.1925,2.241,1.810,5.66
0.1802,2.735,2.242,15.81
0.1376,3.091,2.666,15.11
0.1785,2.624,2.156,12.50
0.1005,3.211,2.889,23.52
0.1434,2.236,1.915,4.70
0.0960,2.616,2.365,8.34
0.1344,2.923,2.530,10.87
0.2081,2.198,1.741,5.28
0.1785,2.229,1.832,5.43
0.2475,2.893,2.177,3.54
0.1872,2.196,1.785,3.69
0.1873,2.642,2.147,10.09
0.2024,2.238,1.785,5.92
0.2173,3.123,2.445,2.50
0.0709,3.004,2.791,5.60
0.0399,2.314,2.221,5.97
0.1764,2.544,2.095,9.50
0.2968,2.361,1.661,8.36
0.2086,2.402,1.901,4.82
0.1932,2.868,2.314,10.55
0.0973,2.907,2.624,5.49
0.1094,3.128,2.785,13.56
0.0802,3.233,2.974,16.96
0.1108,2.801,2.491,5.36
0.2381,3.172,2.416,8.02
0.1873,3.186,2.589,1.60
0.1806,3.148,2.580,0.80
0.1094,3.015,2.685,11.53
0.1468,2.473,2.110,3.32
0.1979,2.392,1.919,5.39
0.1377,2.27,1.957,7.36
0.0478,2.877,2.740,1.17
0.2571,2.421,1.798,4.59
0.1486,3.096,2.636,4.19
0.1798,3.122,2.561,1.85
0.1819,2.33,1.906,5.13
0.1322,2.688,2.333,3.90
0.0414,3.183,3.051,6.64
0.0532,3.163,2.994,8.36
0.0892,3.014,2.746,10.07
0.1958,2.201,1.770,7.65
0.1277,2.214,1.932,3.73
0.2208,2.359,1.838,21.54
0.0706,3.418,3.176,1.15
0.0844,2.9,2.655,5.39
0.2705,3.131,2.284,25.19
0.1305,2.546,2.213,14.02
0.0191,3.029,2.971,10.03
0.1937,2.601,2.097,9.47
0.2926,2.643,1.870,1.53
0.1162,2.689,2.377,13.39
0.2790,3.177,2.291,11.84
0.0706,2.897,2.693,1.03
0.0786,3.228,2.974,21.44
0.1108,3.069,2.729,15.83
0.0947,1.933,1.750,17.90
0.3429,2.631,1.729,6.44
0.1057,3.009,2.691,10.96
0.1251,2.597,2.272,13.06
0.1218,3.19,2.801,7.07
0.2566,2.428,1.805,24.91
0.0982,3.224,2.907,4.12
0.2410,2.219,1.684,5.85
0.1029,2.994,2.686,3.89
0.1085,3.018,2.690,8.99
0.1348,3.116,2.696,13.25
0.0718,3.096,2.873,10.72
0.1740,3.1,2.560,15.28
0.2240,2.926,2.271,16.55
0.1986,2.247,1.801,4.34
0.0433,3.213,3.074,13.95
0.1548,2.612,2.208,7.85
0.1552,2.217,1.873,4.05
0.1570,2.547,2.147,6.17
0.2551,2.608,1.943,4.73
0.1563,2.226,1.878,6.42
0.0300,2.926,2.838,7.79
0.2176,3.126,2.445,3.04
0.1478,2.271,1.936,6.50
0.2656,2.593,1.904,14.77
0.0443,2.787,2.664,1.01
0.0843,3.021,2.766,8.62
0.1982,2.229,1.787,2.17
0.2863,2.228,1.590,3.23
0.2756,2.685,1.945,7.22
0.1874,2.186,1.776,5.37
0.4699,2.676,1.419,15.32
0.1142,2.667,2.362,4.54
0.2538,2.566,1.915,8.98
0.0967,2.423,2.189,4.32
0.0764,3.144,2.903,13.97
0.2554,1.948,1.450,13.09
0.1103,2.773,2.467,14.12
0.1649,2.271,1.896,4.27
0.0799,3.183,2.929,2.11
0.0918,5.237,4.756,3.14
0.0811,3.754,3.450,9.81
0.1197,2.423,2.133,6.21
0.2551,3.044,2.267,17.06
0.2324,2.27,1.743,3.88
0.1084,3.017,2.690,10.83
0.0966,2.897,2.617,11.75
0.2044,2.191,1.743,2.39
0.2764,2.406,1.741,6.57
0.0408,2.428,2.329,5.08
0.1609,2.195,1.842,3.34
0.0705,3.391,3.152,4.53
0.1644,2.466,2.060,6.60
0.0470,2.237,2.131,1.40
0.1437,3.182,2.725,9.55
0.1130,2.564,2.274,14.82
0.0586,2.38,2.240,13.04
0.1177,2.56,2.259,14.95
0.0887,3.171,2.889,9.40
0.1053,3.926,3.513,1.87
0.0422,3.22,3.084,9.02
0.1956,2.307,1.855,25.18
0.2109,3.129,2.469,12.80
0.2085,2.536,2.007,18.92
0.0681,3.417,3.184,5.75
0.2175,2.553,1.998,12.73
0.1545,2.318,1.960,4.05
0.3014,2.326,1.625,22.17
0.1947,3.176,2.557,3.09
0.1067,5.229,4.671,16.65
0.1390,5.279,4.545,6.93
0.1101,3.025,2.692,10.06
0.0708,3.219,2.991,16.33
0.1433,2.694,2.308,6.64
0.0344,3.346,3.231,15.02
0.1857,2.678,2.181,6.97
0.1736,2.616,2.162,8.71
0.1553,3.983,3.365,7.19
0.1933,2.665,2.150,5.59
0.1170,2.26,1.995,9.39
0.1297,2.383,2.074,2.80
0.0725,2.668,2.475,11.31
0.1052,2.238,2.002,5.70
0.1012,3.022,2.717,10.75
0.2236,2.639,2.049,10.70
0.1802,2.191,1.796,4.82
0.1118,2.933,2.605,9.86
0.1303,2.432,2.115,3.17
0.0476,2.894,2.756,18.46
0.2592,2.365,1.752,23.91
0.1223,2.648,2.324,14.14
0.0894,2.919,2.658,10.83
0.2004,2.258,1.805,7.19
0.1803,2.652,2.174,17.67
0.2343,2.882,2.207,12.98
0.3357,2.251,1.495,2.73
0.0322,3.018,2.921,8.78
0.1086,3.069,2.736,4.61
0.0390,2.699,2.594,7.00
0.1678,3.998,3.327,3.33
0.2504,2.884,2.162,6.00
0.2935,2.263,1.599,1.88
0.2719,2.537,1.847,8.85
0.0524,2.866,2.715,13.00
0.0882,3.022,2.756,10.34
0.0927,5.252,4.765,33.54
0.1273,3.172,2.768,6.94
0.0623,3.008,2.821,11.26
0.1596,2.929,2.461,12.77
0.1896,3.948,3.199,7.59
0.1286,3.137,2.734,13.11
0.1170,2.711,2.394,9.84
0.1318,2.578,2.239,15.91
0.1787,2.232,1.833,7.60
0.1538,2.353,1.991,5.15
0.1083,2.264,2.019,3.16
0.1249,2.213,1.937,4.41
0.0745,3.002,2.778,11.37
0.2502,2.793,2.094,19.59
0.0610,2.868,2.693,2.54
0.1989,2.304,1.846,7.89
0.0739,2.233,2.068,3.07
0.1116,2.582,2.294,9.85
0.1923,3.216,2.598,16.50
0.0413,2.767,2.653,3.28
0.1667,3.224,2.686,1.04
0.1795,2.572,2.110,10.52
0.0855,2.671,2.443,11.48
0.1398,3.179,2.735,10.36
0.0563,2.555,2.411,5.60
0.0870,3.015,2.753,8.53
0.1546,1.91,1.615,25.00
0.2421,2.43,1.841,13.18
0.0767,2.612,2.411,9.74
0.1411,2.665,2.289,12.16
0.2300,2.662,2.050,1.66
0.1761,2.866,2.362,10.16
0.1003,3.191,2.871,23.51
0.1906,2.736,2.214,10.14
0.0459,3.096,2.954,13.27
0.0977,2.344,2.115,8.70
0.0822,2.892,2.654,2.90
0.3108,2.619,1.805,16.00
0.1761,3.128,2.578,1.78
0.0147,2.723,2.683,9.14
0.0760,2.224,2.055,4.87
0.2759,2.548,1.845,15.17
0.1564,2.717,2.292,6.05
0.2066,2.695,2.138,33.84
0.2046,3.17,2.521,1.34
0.0294,3.137,3.045,7.07
0.1750,3.147,2.596,8.55
0.0796,3.894,3.584,4.18
0.0820,2.49,2.285,3.92
0.0447,3.183,3.041,7.70
0.1266,3.103,2.711,2.38
0.0374,2.614,2.516,8.02
0.1783,3.139,2.579,2.43
0.0041,3.001,2.989,13.13
0.1876,2.668,2.167,29.26
0.1566,2.863,2.415,24.97
0.0694,3.025,2.815,9.51
0.0509,3.357,3.186,17.19
0.1789,2.469,2.028,4.78
0.1034,3.982,3.571,4.43
0.0976,3.903,3.522,2.76
0.2080,2.234,1.770,5.99
0.1210,3.142,2.761,6.68
0.1504,2.785,2.366,8.41
0.1615,2.394,2.007,5.40
0.1139,2.229,1.975,4.40
0.1676,2.68,2.231,12.86
0.0909,3.176,2.887,23.29
0.2375,2.701,2.059,6.97
0.2629,2.404,1.772,10.85
0.2114,2.369,1.868,5.72
0.0442,3.418,3.267,6.42
0.2075,2.556,2.026,7.45
0.1203,3.119,2.743,18.03
0.2224,3.183,2.475,8.91
0.1724,2.644,2.188,10.89
0.0491,2.991,2.845,5.69
0.0910,3.026,2.751,9.75
0.0580,3.016,2.841,9.85
0.0649,2.883,2.696,7.56
0.0618,2.86,2.684,1.62
0.1532,2.367,2.004,5.59
0.0971,3.015,2.722,9.12
0.0569,2.544,2.400,2.15
0.2751,2.227,1.615,5.36
0.2318,2.688,2.065,8.72
0.1243,3.391,2.969,2.89
0.1437,2.417,2.070,4.11
0.0671,3.021,2.818,9.00
0.1448,3.13,2.677,5.50
0.1854,2.803,2.283,7.89
0.0069,2.782,2.763,9.55
0.2707,2.766,2.017,34.04
0.1752,3.112,2.566,2.60
0.1021,3.232,2.902,19.48
0.1218,3.193,2.804,18.97
0.0719,3.012,2.796,2.32
0.0966,3.145,2.841,14.98
0.0961,2.251,2.035,3.95
0.0089,2.913,2.888,5.57
0.1484,3.211,2.734,10.28
0.3575,2.39,1.536,21.06
0.0428,2.426,2.322,2.83
0.2109,3.098,2.445,21.94
0.2065,2.657,2.108,12.55
0.1741,2.295,1.896,5.24
0.0743,3.209,2.971,7.08
0.3161,2.412,1.649,23.96
0.2353,3.205,2.451,20.41
0.2032,2.308,1.839,24.66
0.2050,2.986,2.374,2.80
0.2293,2.992,2.306,19.80
0.1698,2.939,2.440,9.51
0.2349,2.421,1.853,23.36
0.1487,3.234,2.753,18.91
0.1641,2.184,1.826,4.52
0.2541,2.542,1.896,7.41
0.2249,2.666,2.067,15.98
0.1618,2.783,2.332,5.82
0.1357,3.505,3.029,5.77
0.1722,2.617,2.166,14.47
0.0744,3.171,2.935,15.95
0.1902,3.098,2.509,3.10
0.1335,3.061,2.652,2.46
0.1313,2.633,2.288,14.62
0.0929,2.915,2.644,11.45
0.1540,2.241,1.896,2.55
0.0639,2.85,2.667,3.20
0.0998,2.91,2.619,17.98
0.1125,2.264,2.010,4.81
0.0556,3.025,2.857,8.68
0.1268,3.184,2.780,0.42
0.0782,2.742,2.527,13.09
0.2031,2.289,1.824,20.93
0.1131,2.569,2.278,6.03
0.1208,2.248,1.976,5.66
0.1813,3.982,3.260,11.40
0.1759,2.629,2.166,13.86
0.0664,2.571,2.400,11.87
0.1380,2.792,2.406,6.59
0.1549,3.014,2.547,10.05
0.0865,2.858,2.611,2.94
0.0687,3.197,2.978,9.64
0.0635,2.778,2.602,3.76
0.0958,3.009,2.720,9.20
0.2153,3.128,2.455,5.95
0.0450,1.854,1.770,22.83
0.0516,3.081,2.922,7.95
0.1547,3.186,2.693,13.96
0.1659,2.476,2.066,2.17
0.0699,3.117,2.899,11.11
0.2146,2.633,2.068,22.83
0.1310,3.081,2.677,21.59
0.3731,3.212,2.014,24.23
0.0659,2.904,2.712,1.11
0.0661,3.012,2.813,11.49
0.1223,2.249,1.974,5.08
0.1391,2.875,2.475,9.47
0.1313,2.344,2.036,22.48
0.0618,2.525,2.369,14.82
0.2109,3.117,2.459,14.37
0.1701,2.25,1.867,4.80
0.1215,3.199,2.810,16.46
0.1490,2.768,2.355,16.44
0.3154,3.419,2.341,38.94
0.2780,2.25,1.625,5.30
0.0714,2.447,2.272,5.82
0.2154,2.228,1.748,3.55
0.0925,2.262,2.052,6.03
0.1511,2.373,2.015,3.59
0.0923,2.524,2.291,15.61
0.1082,3.15,2.810,10.41
0.1805,2.489,2.040,4.70
0.1315,2.221,1.929,1.56
0.1876,3.081,2.503,0.05
0.1797,2.677,2.196,11.86
0.1085,2.742,2.445,6.92
0.2868,2.365,1.687,11.82
0.2084,2.259,1.788,5.54
0.0894,3.02,2.750,11.19
0.0130,2.87,2.833,2.05
0.0365,3.435,3.309,19.93
0.1642,2.548,2.129,7.60
0.2033,2.608,2.078,12.26
0.1097,2.434,2.167,5.84
0.0761,2.439,2.254,2.68
0.0634,3.201,2.998,8.65
0.1650,2.248,1.877,4.49
0.2545,2.682,1.999,3.51
0.0999,3.161,2.845,11.85
0.1659,2.216,1.848,6.51
0.2326,3.125,2.398,15.63
0.1795,2.227,1.827,7.29
0.1548,2.685,2.269,14.29
0.2948,2.716,1.915,10.18
0.1138,5.285,4.684,18.03
0.1455,2.252,1.924,7.03
0.0968,2.697,2.436,12.43
0.2839,2.761,1.978,5.82
0.0957,3.106,2.809,8.36
0.0577,2.678,2.523,6.71
0.1070,3.019,2.696,10.35
0.0584,3.002,2.826,8.04
0.1119,2.215,1.967,4.72
0.0657,3.019,2.821,10.24
0.1603,2.784,2.338,8.86
0.0875,2.223,2.029,3.42
0.1085,3.016,2.689,10.03
0.0783,2.972,2.739,8.27
0.2030,2.242,1.787,7.19
0.1477,2.292,1.954,5.73
0.0782,2.75,2.535,3.49
0.0841,3.09,2.830,9.80
0.1672,2.248,1.872,2.68
0.0811,2.859,2.627,2.91
0.0563,3.191,3.011,9.16
0.1003,2.611,2.349,12.97
0.1612,2.58,2.164,9.07
0.2106,2.751,2.172,9.34
0.1422,2.811,2.411,17.30
0.3337,2.555,1.702,7.75
0.1974,2.56,2.055,3.29
0.1844,2.62,2.137,13.99
0.2262,2.381,1.842,8.27
0.1676,2.798,2.329,8.25
0.0688,3.017,2.810,10.83
0.2462,2.647,1.995,4.05
0.0616,3.147,2.953,13.89
0.0458,5.217,4.978,20.47
0.2380,3.159,2.407,2.04
0.1163,3.993,3.529,4.20
0.1865,3.16,2.571,2.27
0.2398,2.631,2.000,13.92
0.0766,2.875,2.654,1.26
0.0645,2.936,2.747,1.94
0.1374,3.155,2.722,17.76
0.1834,3.117,2.545,2.28
0.1018,2.246,2.017,5.26
0.0408,2.535,2.432,4.78
0.1857,2.372,1.932,5.81
0.1424,2.223,1.906,6.64
0.1711,2.612,2.165,4.85
0.1182,2.203,1.943,5.11
0.2022,3.109,2.480,14.21
0.0281,1.897,1.844,23.67
0.1419,2.365,2.029,5.09
0.1252,2.247,1.965,7.75
0.2213,3.203,2.494,10.44
0.1574,2.695,2.271,6.08
0.1806,2.629,2.154,12.54
0.2291,3.151,2.429,16.90
0.1859,2.543,2.071,6.68
0.0494,3.125,2.970,15.31
0.1081,3.149,2.809,0.96
0.1944,3.152,2.539,7.26
0.0449,3.004,2.869,11.54
0.1783,3.028,2.488,9.92
0.1562,2.377,2.006,13.15
0.1274,3.388,2.956,21.90
0.2711,2.195,1.600,9.94
0.0617,3.122,2.930,13.42
0.0725,3.164,2.935,3.21
0.1195,2.715,2.391,13.61
0.1985,2.234,1.791,4.57
0.2371,2.575,1.965,13.65
0.4886,2.737,1.400,26.68
0.1680,2.349,1.954,4.51
0.1904,2.281,1.847,6.32
0.2661,3.208,2.354,15.81
0.0889,2.466,2.247,7.83
0.1947,2.674,2.153,7.30
0.1088,2.202,1.963,4.86
0.0419,3.017,2.891,3.51
0.0358,2.872,2.769,2.97
0.1801,2.716,2.227,4.49
0.2065,2.735,2.171,17.30
0.1172,3.026,2.672,8.92
0.1242,2.198,1.925,0.07
0.1238,3.134,2.746,2.47
0.1136,3.041,2.695,10.56
0.1526,3.184,2.698,2.47
0.1546,2.352,1.989,10.02
0.1279,3.24,2.826,3.64
0.1161,2.174,1.922,6.06
0.2016,2.429,1.939,2.58
0.1315,2.191,1.902,2.46
0.1550,2.639,2.230,12.73
0.1616,2.206,1.849,2.50
0.0834,2.894,2.653,1.06
0.2354,3.105,2.374,12.66
0.1864,2.67,2.172,12.18
0.1900,2.242,1.816,7.43
0.2406,2.544,1.932,7.30
0.0888,2.731,2.488,4.10
0.1018,2.629,2.361,12.34
0.1561,2.402,2.027,11.04
0.1326,2.661,2.308,14.47
0.2603,2.573,1.903,12.56
0.2445,2.332,1.762,9.22
0.4185,2.769,1.610,28.73
0.0324,1.866,1.806,22.32
0.1492,2.671,2.273,11.82
0.1096,2.357,2.099,4.07
0.1422,3.963,3.399,6.47
0.0981,2.194,1.979,3.98
0.1993,2.241,1.794,4.54
0.2367,2.571,1.963,10.68
0.1859,2.622,2.135,8.75
0.0440,2.717,2.598,5.27
0.1426,2.226,1.909,6.71
0.2403,3.125,2.374,12.61
0.0949,3.111,2.816,15.27
0.1393,2.85,2.453,15.03
0.0709,2.368,2.200,5.35
0.0936,2.242,2.032,5.14
0.1207,3.108,2.733,12.70
0.2631,2.696,1.987,5.87
0.1872,2.315,1.881,6.21
0.1986,2.227,1.785,5.19
0.1451,2.414,2.064,8.52
0.2018,3.986,3.182,9.06
0.1991,2.249,1.801,4.42
0.1542,2.626,2.221,12.41
0.0471,3.004,2.862,8.78
0.0406,3.012,2.890,10.71
0.2514,2.729,2.043,9.79
0.1925,3.163,2.554,6.06
0.1951,2.205,1.774,1.54
0.2938,3.06,2.161,3.85
0.2183,2.363,1.847,9.44
0.1917,3.142,2.540,1.73
0.0853,2.848,2.605,11.97
0.0692,2.768,2.576,4.87
0.1177,3.092,2.728,2.77
0.3244,2.632,1.779,11.02
0.1040,2.373,2.127,3.33
0.2381,2.769,2.110,2.95
0.1272,3.174,2.770,16.12
0.2514,2.646,1.981,11.72
0.0814,2.787,2.560,16.55
0.0830,2.231,2.045,5.55
0.3145,2.543,1.743,8.88
0.0661,2.395,2.236,3.76
0.1002,3.009,2.708,9.83
0.0959,2.911,2.632,3.23
0.2016,2.62,2.092,12.15
0.2755,2.691,1.950,6.02
0.1070,3.428,3.061,15.72
0.1055,3.009,2.691,10.30
0.0282,3.223,3.132,10.51
0.1352,2.389,2.066,3.19
0.2121,2.686,2.116,6.28
0.1268,3.198,2.792,4.32
0.0788,2.226,2.051,4.88
0.0850,2.192,2.006,5.98
0.1983,3.171,2.542,10.96
0.3486,2.392,1.558,21.50
0.0823,3.21,2.946,17.28
0.2546,2.352,1.753,24.87
0.1323,3.147,2.730,12.25
0.0563,2.845,2.684,1.67
0.1149,3.142,2.781,14.59
0.2040,3.111,2.476,13.27
0.2316,2.37,1.821,24.56
0.0343,3.541,3.420,14.48
0.1798,2.374,1.947,24.83
0.1678,3.145,2.617,0.95
0.1660,2.231,1.860,4.36
0.2412,3.929,2.981,0.81
0.1263,3.434,3.000,8.76
0.4870,2.198,1.127,52.10
0.1227,3.158,2.771,2.54
0.1259,3.156,2.759,11.61
0.0539,5.144,4.866,28.49
0.1955,2.376,1.911,26.64
0.3092,2.93,2.024,26.18
0.1060,2.43,2.172,4.06
0.1549,2.544,2.150,7.83
0.0707,3.028,2.814,11.26
0.0928,2.417,2.192,5.26
0.1565,2.23,1.881,4.35
0.1763,2.392,1.970,24.82
0.3051,2.766,1.922,13.53
0.2812,2.225,1.599,9.98
0.1949,2.269,1.827,8.94
0.1113,2.644,2.350,4.16
0.1301,2.892,2.516,13.28
0.0891,2.846,2.592,11.81
0.0804,2.332,2.144,7.54
0.1417,3.132,2.688,6.09
0.0375,1.849,1.780,21.17
0.1289,2.234,1.946,4.94
0.1034,2.245,2.013,4.16
0.0946,2.755,2.494,8.55
0.1042,3.025,2.710,9.39
0.0718,3.015,2.798,10.58
0.3185,2.688,1.832,7.72
0.3032,2.551,1.777,8.58
0.1692,2.214,1.840,3.94
0.2492,2.583,1.940,18.63
0.1988,2.202,1.764,2.20
0.1603,3.173,2.664,4.28
0.0925,3.1,2.813,16.84
0.2606,2.737,2.024,7.98
0.0702,2.995,2.785,14.11
0.1832,3.119,2.548,1.69
0.0158,2.909,2.863,8.48
0.1255,3.201,2.799,13.26
0.0306,2.868,2.780,3.22
0.1757,2.241,1.847,6.21
0.1195,2.23,1.964,3.17
0.1626,2.234,1.871,6.46
0.1544,3.142,2.657,2.50
0.0938,3.189,2.890,2.00
0.2336,3.189,2.444,15.50
0.2735,2.364,1.717,25.31
0.3965,1.864,1.125,8.45
0.0646,3.017,2.823,19.39
0.1549,2.238,1.891,9.70
0.1680,3.028,2.519,4.54
0.2134,2.235,1.758,7.49
0.1369,2.655,2.292,5.72
0.1274,3.196,2.789,2.67
0.1613,2.246,1.883,7.60
0.0601,2.857,2.685,1.82
0.1274,2.234,1.950,4.44
0.0485,3.075,2.926,14.09
0.1882,2.752,2.234,0.29
0.1479,2.573,2.193,8.44
0.3427,2.289,1.505,7.11
0.0982,3.021,2.724,9.32
0.0672,2.752,2.567,10.80
0.2025,2.488,1.984,3.51
0.1573,2.547,2.147,7.03
0.1102,3.062,2.724,1.03
0.1186,2.361,2.081,8.38
